position,gotchiID,name,withSetsRarityScore,kinship,experience,level,originalOwner,originalWeight,weightAmongEligible,reward
28,17944,foolish,772,1767,125015,51,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.043618572718,0.004925947977,0.912100842368
30,826,OG Felon,770,2933,7375,13,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.040879541915,0.004616622789,0.854825417078
31,4820,Xenomorph,769,3211,4870,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.039638755217,0.004476497829,0.828879529311
32,6932,Grimes,769,2622,2585,8,0xc0afef712a1341ca78da145b2afad346e8c3574f,0.038473262917,0.004344876043,0.804508110393
33,24422,K0oi,767,2563,61890,36,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.037376350738,0.004220999172,0.781570759164
34,19016,Cartel,766,3090,8780,14,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.036342083173,0.004104196904,0.759943359218
35,12198,FarMor,766,2357,6175,12,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.035365193472,0.003993874453,0.739515778397
36,10292,Licky's Escape,766,2296,110525,48,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.034440991792,0.003889502184,0.720189948191
37,22892,Chonk,764,2795,4290,10,0xfe698c212526f15cc25af671beba14aac309457f,0.033565288113,0.003790606909,0.701878251738
38,3724,2pac,763,3035,3170,8,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0.032734327203,0.003696764539,0.684502164000
39,19172,Gatekeeper,763,2768,8835,14,0xfe698c212526f15cc25af671beba14aac309457f,0.031944733502,0.003607593866,0.667991099226
40,24256,Spiked Punchbowl,763,2201,1575,6,0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,0.031193464200,0.003522751257,0.652281429693
41,4479,Electra,763,1230,53965,33,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.030477769112,0.003441926128,0.637315646720
42,21508,FOREVER BULLISH,763,3,33925,27,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.029795156233,0.003364837051,0.623041640421
43,23921,Godly,762,2820,3920,9,0xfe698c212526f15cc25af671beba14aac309457f,0.029143362060,0.003291228402,0.609412079034
44,5934,TAYLOR SWIFT,762,2632,1945,7,0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,0.028520325916,0.003220867466,0.596383872085
45,15560,Czar,762,2557,4750,10,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.027924167670,0.003153541913,0.583917704481
46,15243,HAPPY BIRTHDAY,761,2865,3275,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.027353168337,0.003089057616,0.571977630786
47,15571,590 TOP1 BRS,759,2959,7680,13,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,0.026805753126,0.003027236729,0.560530720826
48,7848,BB,758,3515,8105,13,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.026280476595,0.002967916015,0.549546749163
49,4518,STAR,758,2952,28370,24,0xdab73a0b1fe28197942915bfef5b5c321514045f,0.025776009597,0.002910945371,0.538997922248
50,22249,575 Zoomer,758,2138,3610,9,0xfe698c212526f15cc25af671beba14aac309457f,0.025291127787,0.002856186528,0.528858638000
51,474,Titan,757,2732,3820,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.024824701464,0.002803511907,0.519105273410
52,24410,Bonzai,756,2732,4070,10,0xa532f169cee0e551d4da641031ac78fd85461035,0.024375686571,0.002752803599,0.509715996413
55,22844,Joan of Aarc,756,1079,24869,23,0xdf572e905e2730efdbfb8d11829571d3a516acd3,0.023123792940,0.002611424308,0.483537853384
56,4285,Crawling,755,2860,16360,19,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.022735434298,0.002567566053,0.475416949301
58,8062,Magestic,754,2783,3995,9,0xfe698c212526f15cc25af671beba14aac309457f,0.021997720824,0.002484254336,0.459990743468
59,5691,Mr. L,754,362,1870,7,0xf5bd90d482928829548a6f3b95f5adb70591e93e,0.021647069379,0.002444654444,0.452658328431
60,23711,Reef,753,3053,4330,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.021307761382,0.002406335594,0.445563114400
61,13536,Bearded,753,2843,9480,14,0xfe698c212526f15cc25af671beba14aac309457f,0.020979249846,0.002369236014,0.438693663376
62,13212,Gotchi Guardians,753,2645,52940,33,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.020661022558,0.002333297858,0.432039264584
63,2165,Egill Skallagrimsson,753,2518,1100,5,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.020352599355,0.002298466900,0.425589877421
64,5205,Hallows Aave,753,420,5780,11,0xd07ee1049929e97680f7bb176721ea1e6114f42c,0.020053529649,0.002264692255,0.419336079702
65,7422,Blind,752,3647,8225,13,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019763390177,0.002231926122,0.413269020639
66,18011,Escargot,752,2596,3580,9,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019481782955,0.002200123557,0.407380378052
67,13262,Mahdi,752,2338,6105,12,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0.019208333412,0.002169242257,0.401662319377
68,18650,@GOTCHIGANG,751,2781,12160,16,0x47d6f96ba098816389db7c87cbf077de7181b853,0.018942688693,0.002139242374,0.396107466082
69,2057,Blue Moon,751,2713,4775,10,0xa532f169cee0e551d4da641031ac78fd85461035,0.018684516097,0.002110086336,0.390708861143
72,11866,Milkshake,748,2627,1020,5,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.017951777356,0.002027336427,0.375386681146
73,22197,SILENT,747,2582,11420,16,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0.017720522023,0.002001220218,0.370550938686
74,23201,For Shogungotchi Set,747,1998,63680,36,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.017495331805,0.001975788958,0.365842022858
75,9358,HONEYBADGER,747,3,28950,25,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.017275968854,0.001951015784,0.361254960050
77,5411,Zim Zimma,745,2380,4120,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.016853834243,0.001903343130,0.352427772221
78,172,QU33RGOTCHI,745,3,29425,25,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.016650645458,0.001880396542,0.348178924745
79,8121,Boomer,744,3461,4680,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.016452448279,0.001858013669,0.344034455942
80,9398,Elon Gotchi,744,3040,3340,9,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0.016259059195,0.001836173785,0.339990528444
81,23067,Saladin,744,2032,2860,8,0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,0.016070303627,0.001814857175,0.336043491611
82,4534,Peekaboo,743,3425,4740,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.015886015383,0.001794045070,0.332189870277
83,966,Eon,742,3429,4640,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.015706036166,0.001773719594,0.328426354301
84,1454,MANHATTAN,742,3,20405,21,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.015530215106,0.001753863708,0.324749788859
85,23479,blade,741,2593,2240,7,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.015358408328,0.001734461165,0.321157165416
86,16863,Gotchi Hero,741,2168,15790,18,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.015190478552,0.001715496460,0.317645613318
87,12409,FAKE TRADER,740,3,45600,31,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.015026294715,0.001696954794,0.314212391960
88,4616,Aqua Net Hairspray,739,3300,4975,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.014865731628,0.001678822027,0.310854883483
90,22133,GEEK POWAA,739,3,15280,18,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.014554994348,0.001643729735,0.304357107035
91,19143,Garrosh Hellscream,738,2381,54650,34,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.014404596296,0.001626744929,0.301212157956
93,14350,FAKE Shaaman,738,1943,6675,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.014113217299,0.001593838814,0.295119179404
94,766,Neuromancer,738,843,11238,15,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.013972039914,0.001577895320,0.292167042180
95,22128,CANTSLEEP,738,3,15220,18,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.013833746435,0.001562277512,0.289275209849
96,4350,Whopper,736,3470,24535,23,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.013698248514,0.001546975413,0.286441834992
97,2270,Caesar,736,2947,5345,11,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.013565461395,0.001531979452,0.283665145253
101,22720,Copium,732,2600,2900,8,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.013059841574,0.001474878617,0.273092211842
102,1306,Clockwork Elf,732,1193,2450,8,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.012939450649,0.001461282586,0.270574736901
103,12686,Triple Kill,731,2814,3885,9,0x2e21407be0545c706f25490fbba532943fcaed32,0.012821327946,0.001447942712,0.268104692359
104,7782,Ko0i,731,1995,11335,16,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.012705409324,0.001434851749,0.265680737007
105,19991,Queen Caandy,731,1407,17235,19,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.012591633051,0.001422002727,0.263301579975
109,18258,Usul,726,2307,3940,9,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0.012156794963,0.001372895439,0.254208751811
110,9373,Mr. E,726,362,1820,7,0xf5bd90d482928829548a6f3b95f5adb70591e93e,0.012052881201,0.001361160214,0.252035828112
111,5109,DADDY,725,2596,2155,7,0xc0afef712a1341ca78da145b2afad346e8c3574f,0.011950784082,0.001349630146,0.249900891951
112,22704,straw,725,2323,7145,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.011850455907,0.001338299850,0.247802945885
114,14436,KoOi_T,723,2345,10625,15,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.011654923835,0.001316217953,0.243714206705
115,24381,KoOi_101,723,2327,10700,15,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.011559632572,0.001305456487,0.241721586690
116,3378,Medic,723,1938,42285,30,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.011465935388,0.001294875043,0.239762300184
117,2195,UNICORNGOTCHI,722,3,21315,21,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.011373792215,0.001284469098,0.237835509361
118,4441,Megaman,720,3056,6440,12,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.011283164325,0.001274234277,0.235940404375
119,4271,The Fallen Gotchi,720,2460,21580,21,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.011194014272,0.001264166352,0.234076202200
120,14117,Farfar,719,2781,29575,25,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.011106305841,0.001254261233,0.232242145528
121,21403,Son of a WAIFU,719,2489,38905,28,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.011020003994,0.001244514962,0.230437501715
122,14454,I know,717,3028,3955,9,0xae79077d8d922d071797a7f8849430fed488c005,0.010935074826,0.001234923712,0.228661561784
123,1565,vitamin butane,717,2716,1035,5,0xade1dc00a43079c27b96c025a3ffa113a3f98ecd,0.010851485520,0.001225483775,0.226913639474
124,22883,GOTCHINAATOR,717,2458,3760,9,0x47d6f96ba098816389db7c87cbf077de7181b853,0.010769204300,0.001216191563,0.225193070334
126,22714,ET in 3D,715,2531,17475,19,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.010608443986,0.001198036523,0.221831437686
128,8676,Thrax,712,1894,1160,5,0x20906e454a9d20181350630ead131d8dfa21dd3f,0.010452559022,0.001180432067,0.218571752687
133,21660,KoOi 21660,710,2079,4965,10,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.010082760643,0.001138669867,0.210838959250
134,15434,Syringa,708,3096,4785,10,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,0.010012014953,0.001130680390,0.209359607685
135,703,President,708,2924,1390,6,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.009942286131,0.001122805750,0.207901519693
136,8911,smurfnet,707,2927,3815,9,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.009873552190,0.001115043465,0.206464235502
137,16676,Renna,707,2434,4155,10,0xd281f988242c900d67ff2aafabe683b8004ee778,0.009805791776,0.001107391122,0.205047308569
139,4906,1,706,3434,4760,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.009673109138,0.001092406959,0.202272803601
140,11279,DAALI,706,2007,1750,6,0x1d0542b616c691a002e90a713e7d094c0f8e022d,0.009608147166,0.001085070651,0.200914394443
142,17124,DIAMONDA,702,2581,3905,9,0x47d6f96ba098816389db7c87cbf077de7181b853,0.009480886692,0.001070698827,0.198253271477
144,572,Sheet,701,3438,4720,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.009357056620,0.001056714405,0.195663881085
146,6109,z - Crucio,701,1585,15415,18,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0.009236518737,0.001043101779,0.193143333114
148,19736,Infinity,699,2581,3720,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.009119142191,0.001029846169,0.190688891353
151,11785,The Guaard,697,2614,15955,18,0x2848b9f2d4faebaa4838c41071684c70688b455d,0.008948735455,0.001010601736,0.187125543964
152,20454,KoOi_KL,697,2471,15025,18,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.008893383643,0.001004350726,0.185968091273
153,15524,cheap,697,2286,3605,9,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.008838733816,0.000998178992,0.184825317667
154,22062,UnCurved,697,1919,2650,8,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.008784772569,0.000992085022,0.183696942855
155,3425,Ghost of Kyiv,696,2929,5350,11,0x547c0dbd2fc303c8e97475ec072a58de60ec134a,0.008731486839,0.000986067339,0.182582693669
156,21868,Arena Spirit,695,2192,20785,21,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.008678863893,0.000980124506,0.181482303847
157,2267,Merlin Haggard,695,1680,4150,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.008626891317,0.000974255121,0.180395513804
158,19019,Daivid Stablepegh,695,1411,1520,6,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.008575557006,0.000968457816,0.179322070434
160,3168,Charlemagne,694,2753,3875,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.008474756257,0.000957074151,0.177214242457
167,22864,Blu,692,3057,4185,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.008140414461,0.000919316146,0.170222875819
168,1549,Terence McKenna,691,1187,2450,8,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.008094858753,0.000914171432,0.169270267863
169,7845,Ghostgotchi,691,362,2235,7,0xf5bd90d482928829548a6f3b95f5adb70591e93e,0.008049826086,0.000909085787,0.168328597117
170,8084,Chris Farley,690,3426,4945,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.008005307412,0.000904058189,0.167397674397
171,16635,Dr Wagmi,690,2542,53555,33,0xd281f988242c900d67ff2aafabe683b8004ee778,0.007961293892,0.000899087639,0.166477314882
172,987,Bedtime,689,2856,4230,10,0x2e21407be0545c706f25490fbba532943fcaed32,0.007917776890,0.000894173161,0.165567337983
174,7068,ROGER VER,687,2637,1795,6,0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,0.007832198877,0.000884508635,0.163777830125
177,21789,Skunk,685,2925,4265,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.007707350858,0.000870409255,0.161167153625
178,17344,Gotchi Gaming Gang,685,2908,20140,21,0xa7f1c77998bae58614be010ad2a806639e280056,0.007666642244,0.000865811935,0.160315902454
182,7005,SUPERGIRL,684,2593,4350,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.007508149219,0.000847912945,0.157001680709
184,20844,KoOi 20844,684,2338,10480,15,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.007431410408,0.000839246651,0.155397007990
187,3513,warlord,683,2453,3540,9,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0.007319288905,0.000826584506,0.153052453574
188,22566,hot curly fry,683,2200,18845,20,0x579361d2636152df34db1d6dfd343f5037ddc71d,0.007282686610,0.000822450923,0.152287068960
191,22610,Dreamer,682,2961,2540,8,0xae5b56ca47e84b6c749e0454680c4161b9da9790,0.007175111177,0.000810302176,0.150037576682
192,8893,Disco W1z,682,2670,7395,13,0x8efc96f7edb7f656a63b3195bf9728782115c4c7,0.007139977530,0.000806334451,0.149302902726
194,19343,Supreme Overload,681,2616,4530,10,0x2848b9f2d4faebaa4838c41071684c70688b455d,0.007070764517,0.000798518062,0.147855600735
195,13413,Che Guevara,681,2158,2730,8,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.007036674553,0.000794668203,0.147142751065
196,1677,Zeep Xanflorp,679,2731,34770,27,0xcd8eddd0a27047d53d65f23d483a8a169d54526b,0.007002922061,0.000790856454,0.146436958234
198,6422,Mr. Boo-urns,679,2545,1080,5,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.006936409449,0.000783345029,0.145046123863
199,14557,reserve,679,2155,3130,8,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0.006903639551,0.000779644247,0.144360877897
200,4215,WebVR,678,3405,4670,10,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,0.006871187570,0.000775979368,0.143682279816
201,713,Will Smith,678,2912,1905,7,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.006839048853,0.000772349868,0.143010232368
203,17343,Morals,677,2774,6850,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.006775693063,0.000765194949,0.141685409803
204,544,Ghostbusterbuster,677,2517,520,4,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.006744467133,0.000761668532,0.141032449484
206,23174,Buck Mulligan,676,2534,3925,9,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.006682897696,0.000754715350,0.139744981053
210,9376,Mr. $,676,362,1870,7,0xf5bd90d482928829548a6f3b95f5adb70591e93e,0.006563173165,0.000741194577,0.137241440950
211,24786,Star 9,675,2877,4120,10,0xdab73a0b1fe28197942915bfef5b5c321514045f,0.006533930219,0.000737892103,0.136629946507
212,14140,ChamallowGotchi,675,2612,130090,52,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0.006504954913,0.000734619853,0.136024048608
213,22885,GotchiMark,675,2400,3520,9,0x346e7d415382b91905080ccdae6e5147866a6561,0.006476243550,0.000731377412,0.135423669996
214,20826,Tera,675,2240,6940,12,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.006447792504,0.000728164368,0.134828734833
215,9346,Raclette,674,2471,8470,14,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.006419598216,0.000724980321,0.134239168673
219,11883,Child Riot,672,2609,4365,10,0x2848b9f2d4faebaa4838c41071684c70688b455d,0.006309319670,0.000712526305,0.131933152027
220,23418,Ragnor,672,2098,3080,8,0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,0.006282357986,0.000709481459,0.131369360656
221,22519,Certified Bot,672,2077,2475,8,0x4b9466db57511274051fa5322eed7ed1378e8857,0.006255633011,0.000706463345,0.130810519077
222,20885,Shaman,671,2723,2700,8,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.006229141610,0.000703471609,0.130256561731
223,24854,Neo,671,2561,3720,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.006202880704,0.000700505903,0.129707424215
224,9111,KoOi 9111,671,2072,2125,7,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.006176847266,0.000697565885,0.129163043260
225,3935,Attila,670,3286,4050,10,0xe88632728ed377f556cb964e6f670f6017d497e4,0.006151038325,0.000694651221,0.128623356707
226,20828,REALM,670,2258,4030,9,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.006125450959,0.000691761580,0.128088303477
228,6951,Dailerious,670,1042,5920,11,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.006074929522,0.000686056075,0.127031857960
229,15246,Polygandhi,669,3029,3945,9,0xae79077d8d922d071797a7f8849430fed488c005,0.006049989858,0.000683239580,0.126510348729
230,17182,KoOi_17182,669,2879,4455,10,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.006025260582,0.000680446845,0.125993238890
231,22470,SHAAMAAN,669,2771,3985,9,0x071d217637b6322a7faac6895a9eb00e529d3424,0.006000739017,0.000677677567,0.125480472444
232,10394,Dobro,669,2739,2745,8,0x66bb7c182672a4b4a1c5891b9fd708b241ef3622,0.005976422529,0.000674931449,0.124971994341
233,23619,Sol LeWitt,669,2670,3605,9,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.005952308531,0.000672208198,0.124467750466
235,1240,Kizatchi,669,2512,10510,15,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0.005904677868,0.000666829155,0.123471753462
236,20996,AAWESOME,668,2987,2705,8,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.005881156241,0.000664172803,0.122979896580
237,13712,Agent 47,668,2761,4460,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.005857827179,0.000661538197,0.122492066379
238,1011,Monster Truck,668,2438,2135,7,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.005834688303,0.000658925069,0.122008213111
239,21230,bios,668,2311,1920,7,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.005811737271,0.000656333155,0.121528287849
240,10252,ZIGGY STARDUST,668,3,6860,12,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.005788971784,0.000653762195,0.121052242469
244,24913,Kama Sutra,666,3051,4305,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.005699720549,0.000643682843,0.119185924490
245,6138,Blue-Ray,666,2580,16290,19,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.005677849552,0.000641212900,0.118728583644
247,3357,+EV,665,3041,3055,8,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0.005634623003,0.000636331224,0.117824680348
248,24975,Alchemicaze,665,2651,7210,13,0xc4fe12630feffdb5ee72eddcbbb43b595407442f,0.005613263377,0.000633919032,0.117378032701
250,5139,Choyna,664,3319,49649,32,0xa60ca8a1400333468a736c7247baad6350c6496d,0.005571041477,0.000629150813,0.116495137450
252,6549,shadowy super-gotchi,664,2951,3895,9,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.005529469816,0.000624456028,0.115625839233
253,21797,Nano,664,2671,7920,13,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.005508923101,0.000622135639,0.115196190241
254,24974,Offended,664,2152,3195,8,0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,0.005488533336,0.000619832975,0.114769823209
256,2505,FEWOCiOUS,664,1279,3365,9,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.005448217447,0.000615280007,0.113926784232
258,1475,Excalibur,663,3431,8245,13,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.005408508000,0.000610795525,0.113096426475
259,18170,8 VTD,663,2871,3760,9,0xf1b2caf073b70dca2bf8d540670abc9d7cc76882,0.005388876389,0.000608578481,0.112685913071
260,7615,Buttercup,663,2095,3380,9,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.005369391277,0.000606377982,0.112278463083
262,8863,Diogenes,662,3449,7520,13,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.005330853973,0.000602025874,0.111472615826
263,21665,Aada Lovelace,662,2722,3255,9,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.005311798555,0.000599873900,0.111074151082
264,23065,Legitness,662,2506,11820,16,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0.005292883180,0.000597737743,0.110678614784
265,23321,Charlotte,662,2379,1730,6,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.005274106297,0.000595617225,0.110285974439
266,18009,X-File,662,2210,15905,18,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.005255466373,0.000593512175,0.109896198035
267,16328,Thom Yorke,661,3066,4340,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.005236961900,0.000591422421,0.109509254033
269,487,Respect The Pump,661,2433,4375,10,0x0e05fc644943aae89dd3fec282c3f86431a7d090,0.005200353386,0.000587288135,0.108743739389
270,21477,trtyh5,661,2155,2370,7,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.005182246438,0.000585243275,0.108365107953
