position,gotchiID,name,withSetsRarityScore,kinship,experience,level,originalOwner,originalWeight,weightAmongEligible,reward
111,14436,KoOi_T,723,2345,10625,15,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.046831715177,0.000887525517,0.032867288713
112,9023,Generaal,604,3432,10595,15,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0.046559497584,0.000882366619,0.032676241808
113,1240,Kizatchi,669,2512,10510,15,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0.046291261039,0.000877283167,0.032487988871
114,20844,KoOi 20844,684,2338,10480,15,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.046026912857,0.000872273404,0.032302464852
115,3169,Faust,633,3453,10400,15,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.045766363301,0.000867335631,0.032119606772
116,20232,lugnut,629,2600,10345,15,0x89a1145fccac1a2a9350ec1a4a486e4458d26274,0.045509525458,0.000862468201,0.031939353636
121,16505,TROPIC AAGENT,655,3,9910,15,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.044278154293,0.000839132021,0.031075156554
122,15694,LETSROCK,653,3,9890,15,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.044041906447,0.000834654799,0.030909353826
123,21154,TOTO,655,3,9890,15,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.043808832311,0.000830237723,0.030745778460
124,22751,CASH FAIRY,649,3,9880,15,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.043578863964,0.000825879506,0.030584382790
126,1448,DKNOX,834,2437,9510,14,0x451d5140852b90ba1f337d9094a359323341fad2,0.043127982805,0.000817334686,0.030267946778
127,13536,Bearded,753,2843,9480,14,0xfe698c212526f15cc25af671beba14aac309457f,0.042906943792,0.000813145693,0.030112817864
129,282,Dropt it like its Hot,623,2702,9400,14,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.042473366808,0.000804928812,0.029808526214
130,5604,XPee,532,3321,9390,14,0xb3749ab08c12ae8bcd95a5f11272927a2ebc36d5,0.042260713101,0.000800898731,0.029659282251
131,22018,DUUES,611,2122,9320,14,0x3b3120e283c08daabb5e3f240e008387ef8a67db,0.042050741452,0.000796919479,0.029511920601
132,24976,Eyez-T,603,2852,9120,14,0x478fa4c971a077038b4fc5c172c3af5552224ccc,0.041843397945,0.000792990034,0.029366403426
134,8517,Micro,657,2917,8860,14,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.041436387048,0.000785276617,0.029080756303
136,19172,Gatekeeper,763,2768,8835,14,0xfe698c212526f15cc25af671beba14aac309457f,0.041039277800,0.000777750849,0.028802058326
138,19016,Cartel,766,3090,8780,14,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.040651688946,0.000770405507,0.028530041922
139,4005,KTeam_02_02,591,3031,8695,14,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.040461351011,0.000766798340,0.028396459544
140,5790,Cha-cha Chabaka,644,1424,8690,14,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.040273259160,0.000763233741,0.028264453506
141,3942,The Emerald Wizard,659,2496,8670,14,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0.040087371128,0.000759710907,0.028133994145
142,836,Occultist,613,1325,8495,14,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.039903645736,0.000756229057,0.028005052562
143,9346,Raclette,674,2471,8470,14,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.039722042858,0.000752787433,0.027877600595
144,4794,im a ghost,639,2339,8385,13,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.039542523386,0.000749385291,0.027751610797
145,3037,Democritus,510,3323,8275,13,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.039365049197,0.000746021911,0.027627056414
146,1475,Excalibur,663,3431,8245,13,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.039189583125,0.000742696587,0.027503911361
147,7422,Blind,752,3647,8225,13,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.039016088924,0.000739408633,0.027382150200
148,15109,Zeldaa,624,3020,8185,13,0x472d7e705f3baa44f82bff5b397330015d810828,0.038844531246,0.000736157379,0.027261748124
149,19937,Blaze Maverick,646,3037,8155,13,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.038674875608,0.000732942171,0.027142680932
150,6174,Wasabi Whisperer,608,999,8125,13,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.038507088369,0.000729762371,0.027024925014
151,7848,BB,758,3515,8105,13,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.038341136700,0.000726617359,0.026908457329
152,6912,Cthulu,455,3436,8075,13,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.038176988562,0.000723506525,0.026793255394
153,19970,Monkey Weed Grower,648,3033,8035,13,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0.038014612682,0.000720429279,0.026679297259
154,17539,Avocado Cheese,651,3019,7990,13,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0.037853978529,0.000717385040,0.026566561497
155,21797,Nano,664,2671,7920,13,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.037695056291,0.000714373245,0.026455027186
156,18400,Gaarp the Fist,650,2885,7895,13,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.037537816854,0.000711393341,0.026344673893
157,6350,Aavesome,651,3451,7825,13,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.037382231783,0.000708444789,0.026235481662
158,13425,Rudi Randaale,551,2651,7810,13,0x3ca2e945a3bc25399c75f49e9e45d34d897c1041,0.037228273299,0.000705527064,0.026127430998
159,8651,GFA_DREAM,590,2368,7770,13,0x735194b0ff3d9fca8561770ebf484eac90b46647,0.037075914263,0.000702639650,0.026020502853
161,15571,590 TOP1 BRS,759,2959,7680,13,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,0.036775889056,0.000696953759,0.025809940095
162,17444,FAKE gotchis,550,2852,7670,13,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,0.036628171633,0.000694154311,0.025706269513
163,9808,Crane,600,3273,7640,13,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0.036481951121,0.000691383231,0.025603649488
164,3673,ethermon,518,2677,7625,13,0x89a1145fccac1a2a9350ec1a4a486e4458d26274,0.036337203306,0.000688640060,0.025502063026
165,22261,Forin,553,2735,7596,13,0x4d00b44569c615f49f50814e4328f354b89e9efe,0.036193904510,0.000685924351,0.025401493511
166,12151,KTeam_02_05,628,2380,7555,13,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.036052031576,0.000683235663,0.025301924690
167,23249,z - Tenebrosity,579,2632,7545,13,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0.035911561856,0.000680573568,0.025203340668
169,5935,Voland,568,3459,7535,13,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.035634743904,0.000675327487,0.025009065153
170,8863,Diogenes,662,3449,7520,13,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.035498352782,0.000672742687,0.024913343560
171,1735,Lvl Up!,587,3254,7515,13,0xf1b2caf073b70dca2bf8d540670abc9d7cc76882,0.035363279067,0.000670182854,0.024818546545
172,16543,Kteam_01_04,651,2468,7490,13,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.035229502440,0.000667647603,0.024724659849
173,11015,Houndmaster,591,1579,7440,13,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.035097003012,0.000665136556,0.024631669513
174,8893,Disco W1z,682,2670,7395,13,0x8efc96f7edb7f656a63b3195bf9728782115c4c7,0.034965761313,0.000662649345,0.024539561872
175,826,OG Felon,770,2933,7375,13,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.034835758277,0.000660185608,0.024448323546
176,14473,Caretaker,603,2064,7355,13,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.034706975236,0.000657744992,0.024357941432
178,24975,Alchemicaze,665,2651,7210,13,0xc4fe12630feffdb5ee72eddcbbb43b595407442f,0.034452996379,0.000652931743,0.024179694780
180,12112,KoOi_PG,610,2183,7175,12,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.034203682917,0.000648206910,0.024004722382
181,14480,KoOi_Healer001,630,1672,7155,12,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.034080732956,0.000645876839,0.023918434023
182,4589,Fren,620,2672,7155,12,0xa532f169cee0e551d4da641031ac78fd85461035,0.033958898727,0.000643567912,0.023832928703
183,22704,straw,725,2323,7145,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.033838164057,0.000641279824,0.023748195072
184,7001,Snoop Dogg,839,2672,7110,12,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.033718513096,0.000639012273,0.023664222006
185,5540,Plasm,492,3311,7100,12,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.033599930304,0.000636764966,0.023580998600
186,8691,Atreides,573,2940,7095,12,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.033482400450,0.000634537613,0.023498514163
187,22724,Hung Lo,637,887,7070,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.033365908597,0.000632329932,0.023416758214
190,5702,Adam Sandler,565,3408,6996,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.033022516008,0.000625822170,0.023175759495
191,7026,DeucesFiat,518,3370,6995,12,0x6d06dd922210c87df1f532b4805badf782e598b9,0.032910032508,0.000623690452,0.023096816675
192,5017,DeuceSpades,536,3371,6980,12,0x6d06dd922210c87df1f532b4805badf782e598b9,0.032798516548,0.000621577071,0.023018552890
193,8099,Coke,540,3440,6955,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.032687954829,0.000619481774,0.022940958809
194,8327,Abstract,536,3011,6950,12,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.032578334306,0.000617404314,0.022864025274
195,20826,Tera,675,2240,6940,12,0xb9ff017c875f5c39d0018d1df86fbd92943d5b82,0.032469642176,0.000615344449,0.022787743301
196,20518,z - Threshold,615,2374,6925,12,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0.032361865876,0.000613301939,0.022712104074
197,2368,KEK GOTCHI,601,3177,6920,12,0x4eb172821b5bc013269c4f6f6204f092d44197ec,0.032254993075,0.000611276553,0.022637098937
198,12532,pvp star,553,3024,6915,12,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.032149011671,0.000609268059,0.022562719397
199,20909,z - Tatarigami,623,2859,6910,12,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0.032043909782,0.000607276233,0.022488957116
200,10252,ZIGGY STARDUST,668,3,6860,12,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.031939675745,0.000605300855,0.022415803908
201,17343,Morals,677,2774,6850,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.031836298107,0.000603341706,0.022343251736
202,24554,DeuceHearts,541,2932,6830,12,0x6d06dd922210c87df1f532b4805badf782e598b9,0.031733765625,0.000601398574,0.022271292708
203,18035,z - Torpidity,620,2759,6780,12,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0.031632067255,0.000599471250,0.022199919075
204,6735,Fuku,633,1994,6765,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.031531192154,0.000597559528,0.022129123225
205,24089,Xl,581,2228,6763,12,0xe6390b6188dedbaf7339672cc4d75ee825b2654e,0.031431129669,0.000595663206,0.022058897683
206,8364,Bojack Horseman,640,2993,6756,12,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.031331869338,0.000593782086,0.021989235106
207,408,Diamonds Are Forever,563,2900,6705,12,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.031233400884,0.000591915973,0.021920128282
208,2749,Partner,603,3437,6700,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.031135714209,0.000590064676,0.021851570124
209,11205,FAKE Artist,648,2157,6680,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.031038799393,0.000588228007,0.021783553668
210,14350,FAKE Shaaman,738,1943,6675,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.030942646686,0.000586405781,0.021716072075
211,22153,GFA_Nanko,561,2859,6635,12,0x735194b0ff3d9fca8561770ebf484eac90b46647,0.030847246510,0.000584597816,0.021649118620
212,21278,DeuceDiamonds,500,3034,6635,12,0x6d06dd922210c87df1f532b4805badf782e598b9,0.030752589449,0.000582803934,0.021582686696
213,7653,Posvist Suslika,538,3458,6615,12,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.030658666252,0.000581023960,0.021516769810
214,14339,Califa,547,2255,6585,12,0xa322f14c4e9628f5934420a6098a01e7c999e657,0.030565467823,0.000579257722,0.021451361578
216,9175,Puff,558,3453,6560,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.030381209659,0.000575765776,0.021322046087
217,2967,KXKX,531,3362,6555,12,0xb3749ab08c12ae8bcd95a5f11272927a2ebc36d5,0.030290132493,0.000574039738,0.021258126593
218,10321,God of Realm,642,3014,6550,12,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.030199745227,0.000572326775,0.021194691283
219,7885,?,490,3417,6535,12,0xde34393312c0c1e97e404d18a04580e9610e063c,0.030110039508,0.000570626728,0.021131734294
220,1838,Super-Alcoholism,497,3455,6520,12,0x262944448ec574dd5f82136964bbf189cc1ab579,0.030021007117,0.000568939441,0.021069249859
